类目名称,买家数,成交金额,搜索人数,成交金额占比,成交金额同比,成交人数占比,成交人数同比,客单价,UV价值,开始日期,结束日期
相机挂绳,1257,57038,9856,0.0,-10.33,0.0,-42.59,45.38,5.79,2020-02-01,2020-02-29
MP3/MP4连接线,201,56656,2715,0.0,-48.56,0.0,-35.34,281.87,20.87,2020-02-01,2020-02-29
防寒设备,534,55710,5016,0.0,-52.11,0.0,-67.09,104.33,11.11,2020-02-01,2020-02-29
FM/MP3发射器,678,54000,7798,0.0,-35.74,0.0,-34.75,79.65,6.92,2020-02-01,2020-02-29
脚架接环,358,53763,2139,0.0,-33.18,0.0,-35.16,150.18,25.13,2020-02-01,2020-02-29
数码相机适配器,677,52321,3675,0.0,-40.83,0.0,-35.57,77.28,14.24,2020-02-01,2020-02-29
相机/摄像机专用充电套装,585,52295,3664,0.0,-32.67,0.0,-35.69,89.39,14.27,2020-02-01,2020-02-29
键盘刷,2105,52217,10098,0.0,-3.86,0.0,-32.08,24.81,5.17,2020-02-01,2020-02-29
热靴水平仪,2028,52039,10146,0.0,11.02,0.0,-16.78,25.66,5.13,2020-02-01,2020-02-29
数码望远镜,7,50942,3936,0.0,264.51,0.0,-34.04,7277.43,12.94,2020-02-01,2020-02-29
机顶盒共享器,676,50660,9614,0.0,-0.22,0.0,-2.75,74.94,5.27,2020-02-01,2020-02-29
保护箱,12,50235,2051,0.0,5.58,0.0,-35.26,4186.25,24.49,2020-02-01,2020-02-29
电纸书屏幕贴膜,1800,49780,22142,0.0,-35.25,0.0,-17.97,27.66,2.25,2020-02-01,2020-02-29
手机同屏器,25,49712,930,0.0,0.0,0.0,0.0,1988.48,53.45,2020-02-01,2020-02-29
电纸书充电器,679,49582,2126,0.0,-27.88,0.0,-34.06,73.02,23.32,2020-02-01,2020-02-29
网络切换器,2037,49234,15196,0.0,34.47,0.0,257.36,24.17,3.24,2020-02-01,2020-02-29
手机智能按键,682,46891,10109,0.0,-81.76,0.0,-81.75,68.76,4.64,2020-02-01,2020-02-29
cmos清洁,841,46853,2404,0.0,-31.36,0.0,-32.45,55.71,19.49,2020-02-01,2020-02-29
单反/单电适配器,413,46773,2392,0.0,-8.54,0.0,-11.51,113.25,19.55,2020-02-01,2020-02-29
KVM,54,46444,2111,0.0,-45.71,0.0,-6.23,860.07,22.0,2020-02-01,2020-02-29
送话器,17,46043,681,0.0,0.0,0.0,0.0,2708.41,67.61,2020-02-01,2020-02-29
单反机身盖,1735,45431,3674,0.0,-42.45,0.0,-34.15,26.19,12.37,2020-02-01,2020-02-29
相机色卡,308,44817,2996,0.0,-10.31,0.0,-33.02,145.51,14.96,2020-02-01,2020-02-29
毛刷,1445,44057,5651,0.0,64.7,0.0,-8.48,30.49,7.8,2020-02-01,2020-02-29
照片夹子,2113,43340,10744,0.0,-71.88,0.0,-59.69,20.51,4.03,2020-02-01,2020-02-29
线缆收纳器/集线器,684,27952,4313,0.0,-52.52,0.0,-48.33,40.87,6.48,2020-02-01,2020-02-29
灰板,681,25367,2118,0.0,-32.9,0.0,-34.78,37.25,11.98,2020-02-01,2020-02-29
对焦屏,35,21633,2081,0.0,-32.57,0.0,-24.97,618.09,10.4,2020-02-01,2020-02-29
镜头笔,683,19997,2403,0.0,-35.57,0.0,-42.13,29.28,8.32,2020-02-01,2020-02-29
相片角贴,2082,19261,9858,0.0,-35.61,0.0,-47.69,9.25,1.95,2020-02-01,2020-02-29
USB暖手套/暖脚鞋,681,17701,6587,0.0,-46.11,0.0,-38.9,25.99,2.69,2020-02-01,2020-02-29
数码伴侣,508,17500,3601,0.0,-24.87,0.0,296.27,34.45,4.86,2020-02-01,2020-02-29
包/箱配件,30,17035,3643,0.0,-32.0,0.0,-34.1,567.83,4.68,2020-02-01,2020-02-29
液晶屏保护膜,686,14374,5891,0.0,-46.32,0.0,-42.25,20.95,2.44,2020-02-01,2020-02-29
USB氧吧/空气清新器,28,13958,2129,0.0,-32.85,0.0,280.4,498.5,6.56,2020-02-01,2020-02-29
耳机线夹,1512,13114,41932,0.0,-55.22,0.0,209.85,8.67,0.31,2020-02-01,2020-02-29
Lomo相机包,25,12918,1962,0.0,8.15,0.0,-2.41,516.72,6.58,2020-02-01,2020-02-29
镜头袋/镜头筒,232,11850,2739,0.0,-45.76,0.0,-45.88,51.08,4.33,2020-02-01,2020-02-29
自拍镜头,1375,10843,9512,0.0,-32.88,0.0,-8.49,7.89,1.14,2020-02-01,2020-02-29
MP3/MP4充电器,55,9180,2109,0.0,-42.96,0.0,-48.76,166.91,4.35,2020-02-01,2020-02-29
USB烟灰缸,678,6634,2642,0.0,-10.41,0.0,-4.99,9.78,2.51,2020-02-01,2020-02-29
手机屏幕总成,5,6510,420,0.0,0.0,0.0,0.0,1302.0,15.5,2020-02-01,2020-02-29
电纸书防护包,661,4982,7375,0.0,-35.55,0.0,-35.85,7.54,0.68,2020-02-01,2020-02-29
手机屏幕放大器,52,4929,2091,0.0,0.0,0.0,0.0,94.79,2.36,2020-02-01,2020-02-29
专业摄影背心,13,4880,1379,0.0,-47.62,0.0,-35.93,375.38,3.54,2020-02-01,2020-02-29
MP3/MP4支架,15,4436,1505,0.0,-31.45,0.0,-83.5,295.73,2.95,2020-02-01,2020-02-29
USB保暖坐垫/靠垫,16,4143,1224,0.0,-42.99,0.0,-34.55,258.94,3.38,2020-02-01,2020-02-29
USB暖手鼠标套,629,4057,681,0.0,0.0,0.0,0.0,6.45,5.96,2020-02-01,2020-02-29
MP4屏幕保护膜,680,4057,9713,0.0,65.66,0.0,459.09,5.97,0.42,2020-02-01,2020-02-29
白平衡镜,1,3999,57,0.0,-16.91,0.0,-32.88,3999.0,70.16,2020-02-01,2020-02-29
手机散热器,8,3075,802,0.0,0.0,0.0,0.0,384.38,3.83,2020-02-01,2020-02-29
Lomo闪光灯,2,2623,406,0.0,-45.54,0.0,86.18,1311.5,6.46,2020-02-01,2020-02-29
USB碎纸机,6,2466,686,0.0,-42.26,0.0,-52.02,411.0,3.59,2020-02-01,2020-02-29
手机红外遥控器/发射器,4,214,617,0.0,0.0,0.0,0.0,53.5,0.35,2020-02-01,2020-02-29
摄影梯,0,181,64,0.0,-48.5,0.0,-90.44,0.0,2.83,2020-02-01,2020-02-29
Lomo潜水盒,0,10,26,0.0,-87.4,0.0,-76.21,0.0,0.38,2020-02-01,2020-02-29
分压盒,0,6,24,0.0,-48.5,0.0,-50.96,0.0,0.25,2020-02-01,2020-02-29
背夹电源,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,2020-02-01,2020-02-29
移动支付终端机,0,0,3,0.0,-99.95,0.0,-99.95,0.0,0.0,2020-02-01,2020-02-29
苹果卡贴,0,0,24,0.0,-99.95,0.0,-99.95,0.0,0.0,2020-02-01,2020-02-29
手机保护套/壳,25648614,410594675,37207619,24.68,-0.13,45.67,-1.12,16.01,11.04,2020-03-01,2020-03-31
手机贴膜,19628387,221139643,21618723,12.67,7.75,27.81,13.41,11.27,10.23,2020-03-01,2020-03-31
手机零部件,1756104,206260115,7176148,11.75,32.48,3.44,0.08,117.45,28.74,2020-03-01,2020-03-31
手机支架/手机座,4778590,179428774,12539855,10.33,256.32,11.26,104.87,37.55,14.31,2020-03-01,2020-03-31
手机数据线,6972102,171296718,10879680,8.0,13.55,12.67,31.5,24.57,15.74,2020-03-01,2020-03-31
移动电源,1867633,164173794,4989838,7.74,-35.86,4.15,-38.65,87.9,32.9,2020-03-01,2020-03-31
平板电脑保护套/壳,2267185,143000450,5476354,6.31,72.44,6.75,71.39,63.07,26.11,2020-03-01,2020-03-31
手机充电器,2224209,122735159,6153711,4.66,5.71,6.36,11.69,55.18,19.94,2020-03-01,2020-03-31
笔记本零部件,191435,91711191,2084146,2.49,23.71,0.12,52.66,479.07,44.0,2020-03-01,2020-03-31
手机电池,703172,86372463,3328566,2.14,11.21,0.96,8.02,122.83,25.95,2020-03-01,2020-03-31
影室灯,64429,86106787,473130,1.93,65.67,0.04,83.16,1336.46,181.99,2020-03-01,2020-03-31
数据线,3421704,83989499,6256848,1.59,-6.05,8.4,3.01,24.55,13.42,2020-03-01,2020-03-31
其它配件,318763,82731873,2267292,1.56,25.66,0.33,11.33,259.54,36.49,2020-03-01,2020-03-31
手写笔,457817,72838353,2068267,1.06,110.24,0.48,250.52,159.1,35.22,2020-03-01,2020-03-31
云台,73697,71902323,664633,1.03,39.78,0.06,86.49,975.65,108.18,2020-03-01,2020-03-31
手机镜头,408753,49400502,1964047,0.83,44.42,0.4,61.4,120.86,25.15,2020-03-01,2020-03-31
普通干电池,1309833,47699662,1887476,0.81,34.08,2.9,64.92,36.42,25.27,2020-03-01,2020-03-31
耳机保护套,1077341,45661665,3387216,0.72,40.36,2.82,66.11,42.38,13.48,2020-03-01,2020-03-31
笔记本电脑包,473031,40373642,2021890,0.67,0.06,0.53,11.76,85.35,19.97,2020-03-01,2020-03-31
背景布类,446817,36085905,2030961,0.66,18.42,0.46,42.49,80.76,17.77,2020-03-01,2020-03-31
笔记本电池,97278,32488996,457719,0.52,38.57,0.08,48.35,333.98,70.98,2020-03-01,2020-03-31
自拍杆/架,483136,31177372,1894687,0.48,25.6,0.59,34.2,64.53,16.46,2020-03-01,2020-03-31
USB HUB/转换器,317889,28895045,1361308,0.44,17.59,0.33,7.72,90.9,21.23,2020-03-01,2020-03-31
涂鸦笔,227369,27879038,747840,0.41,459.54,0.26,765.66,122.62,37.28,2020-03-01,2020-03-31
USB风扇,488706,24624091,1380342,0.39,25.47,0.66,27.9,50.39,17.84,2020-03-01,2020-03-31
遥控设备,704689,23986916,1773017,0.38,19.46,0.98,42.1,34.04,13.53,2020-03-01,2020-03-31
笔记本炫彩贴,426800,21737271,2055568,0.35,40.74,0.43,53.22,50.93,10.57,2020-03-01,2020-03-31
纽扣电池,791279,20942135,1761647,0.35,25.0,1.59,40.38,26.47,11.89,2020-03-01,2020-03-31
笔记本多功能支架/桌,301494,19845401,750419,0.33,87.5,0.32,87.8,65.82,26.45,2020-03-01,2020-03-31
笔记本电源,177705,19379336,500745,0.33,37.0,0.12,41.91,109.05,38.7,2020-03-01,2020-03-31
脚架,61459,18700319,457404,0.32,-3.18,0.04,25.4,304.27,40.88,2020-03-01,2020-03-31
USB电脑锁/防盗器,51448,18048867,303886,0.3,14.78,0.03,-3.92,350.82,59.39,2020-03-01,2020-03-31
平板电脑屏幕贴膜,406872,17972695,749139,0.3,59.13,0.4,52.73,44.17,23.99,2020-03-01,2020-03-31
平板电脑零部件,54683,17380821,457840,0.27,44.56,0.04,70.3,317.85,37.96,2020-03-01,2020-03-31
笔记本键盘保护膜,513697,13609021,1902222,0.12,66.58,0.79,60.3,26.49,7.15,2020-03-01,2020-03-31
笔记本散热器/降温卡,101572,12662498,589214,0.11,70.75,0.11,65.38,124.67,21.49,2020-03-01,2020-03-31
数码收纳整理包,297442,12218232,1424212,0.11,-9.19,0.31,-8.15,41.08,8.58,2020-03-01,2020-03-31
摄影棚,34366,11199545,135917,0.09,-32.36,0.02,-22.82,325.89,82.4,2020-03-01,2020-03-31
摄像机配件,19969,10339178,312890,0.09,-32.13,0.01,-23.99,517.76,33.04,2020-03-01,2020-03-31
笔记本膝上桌,97763,10223693,851018,0.08,-17.09,0.09,-35.8,104.58,12.01,2020-03-01,2020-03-31
苹果视频线/转换线,73255,10058532,510479,0.08,-14.89,0.06,7.81,137.31,19.7,2020-03-01,2020-03-31
笔记本屏幕贴膜,97721,9752821,481746,0.08,56.9,0.09,48.56,99.8,20.24,2020-03-01,2020-03-31
平板电脑外接键盘,27035,8857202,707392,0.08,178.73,0.02,208.05,327.62,12.52,2020-03-01,2020-03-31
外拍灯,10158,7276496,83741,0.07,64.8,0.01,121.43,716.33,86.89,2020-03-01,2020-03-31
耳机绕线器,458170,7101910,1797846,0.06,-16.96,0.49,-11.95,15.5,3.95,2020-03-01,2020-03-31
手机挂件/手机链,375397,7037650,1208455,0.06,-34.28,0.38,-32.69,18.75,5.82,2020-03-01,2020-03-31
数码维修工具,61453,6943279,428249,0.06,-14.0,0.04,25.57,112.99,16.21,2020-03-01,2020-03-31
通用电池充电套装,61354,6896474,313023,0.06,-34.55,0.04,-42.02,112.4,22.03,2020-03-01,2020-03-31
读卡器,97714,6803670,430984,0.06,-3.74,0.09,-0.56,69.63,15.79,2020-03-01,2020-03-31
数码相机包,43532,6663748,297275,0.06,-35.76,0.03,-35.59,153.08,22.42,2020-03-01,2020-03-31
滤镜,27428,6571561,97051,0.06,-24.35,0.02,-28.66,239.59,67.71,2020-03-01,2020-03-31
USB加湿器,82970,6566608,502457,0.06,-32.71,0.07,-32.4,79.14,13.07,2020-03-01,2020-03-31
数码相机电池,43798,6225751,110355,0.05,-32.66,0.03,-25.03,142.15,56.42,2020-03-01,2020-03-31
视频线/音频线/AV线,249907,6167015,580829,0.05,-3.16,0.3,5.11,24.68,10.62,2020-03-01,2020-03-31
USB多功能数码宝,25418,6117570,111016,0.04,456.7,0.02,788.19,240.68,55.11,2020-03-01,2020-03-31
平板电脑支架,51168,5965902,400210,0.04,123.44,0.03,228.63,116.59,14.91,2020-03-01,2020-03-31
防潮箱,10061,5849261,50817,0.04,-22.8,0.01,-26.09,581.38,115.1,2020-03-01,2020-03-31
苹果卡槽,71217,5683105,383065,0.04,281.48,0.06,83.99,79.8,14.84,2020-03-01,2020-03-31
相机闪光灯,5384,5627276,43708,0.04,-5.67,0.0,-18.32,1045.18,128.75,2020-03-01,2020-03-31
USB驱蚊器,62702,5536111,361944,0.04,43.9,0.04,124.92,88.29,15.3,2020-03-01,2020-03-31
USB按摩器,16028,5443411,85832,0.04,2254.7,0.01,1609.67,339.62,63.42,2020-03-01,2020-03-31
数码显微镜,8244,5325889,69533,0.04,-8.28,0.0,0.88,646.03,76.6,2020-03-01,2020-03-31
灯附件,18927,5321361,62434,0.04,-4.07,0.01,8.11,281.15,85.23,2020-03-01,2020-03-31
胶卷,10159,5278921,65669,0.04,-25.97,0.01,-33.6,519.63,80.39,2020-03-01,2020-03-31
转接环,8940,5233907,51537,0.04,-31.68,0.0,-9.51,585.45,101.56,2020-03-01,2020-03-31
触摸屏手套,296445,5186841,473298,0.04,198.96,0.31,364.73,17.5,10.96,2020-03-01,2020-03-31
车载充电器,47304,5167490,446364,0.04,-4.99,0.03,-12.18,109.24,11.58,2020-03-01,2020-03-31
分配器/分频器/分支器,25675,4604075,97146,0.03,-45.73,0.02,-9.41,179.32,47.39,2020-03-01,2020-03-31
清洁套装,219556,4533146,423895,0.03,-22.94,0.21,-17.0,20.65,10.69,2020-03-01,2020-03-31
快显胶片,19537,3412132,81273,0.03,-33.18,0.01,-32.56,174.65,41.98,2020-03-01,2020-03-31
手机贴纸,92555,3411929,660325,0.03,-24.35,0.08,-24.83,36.86,5.17,2020-03-01,2020-03-31
PDA/掌上电脑,2099,3088587,47087,0.03,-31.48,0.0,-38.44,1471.46,65.59,2020-03-01,2020-03-31
Lomo镜头,676,3004982,2073,0.03,309.43,0.0,-17.99,4445.24,1449.58,2020-03-01,2020-03-31
USB吸尘器,50729,2985566,226368,0.03,238.31,0.03,219.42,58.85,13.19,2020-03-01,2020-03-31
射频器/转换器,20348,2779123,98059,0.03,-18.75,0.01,33.63,136.58,28.34,2020-03-01,2020-03-31
18650电池,9777,2661901,65262,0.02,-6.55,0.01,-16.67,272.26,40.79,2020-03-01,2020-03-31
快装板,17874,2467954,73175,0.02,67.32,0.01,61.53,138.08,33.73,2020-03-01,2020-03-31
手机防尘塞,51755,2337952,472407,0.02,-34.06,0.03,-0.34,45.17,4.95,2020-03-01,2020-03-31
USB灯,53221,2314894,329474,0.02,23.75,0.04,-0.69,43.5,7.03,2020-03-01,2020-03-31
USB延长线,50374,2284008,96889,0.02,11.22,0.03,-6.8,45.34,23.57,2020-03-01,2020-03-31
直播专用支架,15678,2275228,96779,0.02,0.0,0.01,0.0,145.12,23.51,2020-03-01,2020-03-31
辅助道具类,41872,2077711,270674,0.02,-36.69,0.02,-32.05,49.62,7.68,2020-03-01,2020-03-31
数码相框,2104,2069901,58323,0.02,11.69,0.0,15.37,983.79,35.49,2020-03-01,2020-03-31
USB翻页激光笔,27511,1887660,65984,0.02,-52.45,0.02,-49.98,68.61,28.61,2020-03-01,2020-03-31
相机背带,10447,1852883,61350,0.02,-18.62,0.01,-33.39,177.36,30.2,2020-03-01,2020-03-31
校色仪,1799,1779093,11001,0.02,8.41,0.0,2.62,988.93,161.72,2020-03-01,2020-03-31
摄影包,4569,1755393,51525,0.02,-33.43,0.0,-32.94,384.2,34.07,2020-03-01,2020-03-31
电子书保护套,42935,1510121,107583,0.01,-17.07,0.02,-19.15,35.17,14.04,2020-03-01,2020-03-31
柔光器具,6237,1458700,42945,0.01,1.32,0.0,-17.03,233.88,33.97,2020-03-01,2020-03-31
镜头纸/镜头布,18716,1414155,48255,0.01,3.05,0.01,-8.63,75.56,29.31,2020-03-01,2020-03-31
手机镜头保护贴,53157,1405540,239344,0.01,0.0,0.04,0.0,26.44,5.87,2020-03-01,2020-03-31
手机散热器,9478,1396974,96893,0.01,0.0,0.01,0.0,147.39,14.42,2020-03-01,2020-03-31
手机直播补光灯,9297,1297112,27439,0.01,0.0,0.0,0.0,139.52,47.27,2020-03-01,2020-03-31
平板电脑包,14337,1278543,170246,0.01,168.51,0.01,106.86,89.18,7.51,2020-03-01,2020-03-31
音乐枕,35067,1273458,313422,0.01,395.65,0.02,1029.8,36.31,4.06,2020-03-01,2020-03-31
清洁液,17260,1245939,43612,0.01,25.1,0.01,25.03,72.19,28.57,2020-03-01,2020-03-31
加密狗,3942,1241697,43668,0.01,0.0,0.0,0.0,314.99,28.43,2020-03-01,2020-03-31
笔记本个性小贴纸,43239,1238210,429955,0.01,-34.05,0.03,-31.69,28.64,2.88,2020-03-01,2020-03-31
数码相机充电器,17414,1230000,52786,0.01,-24.85,0.01,-9.11,70.63,23.3,2020-03-01,2020-03-31
插头/接口,16877,1207264,83578,0.01,-17.61,0.01,-10.25,71.53,14.44,2020-03-01,2020-03-31
单反/单电电池,4732,1198870,43234,0.01,-19.03,0.0,-7.79,253.35,27.73,2020-03-01,2020-03-31
闪光灯配件,6345,1172477,27456,0.01,-35.38,0.0,-33.58,184.79,42.7,2020-03-01,2020-03-31
擦屏布,25017,1161657,54565,0.01,-9.99,0.02,31.12,46.43,21.29,2020-03-01,2020-03-31
USB暖手宝/暖手袋,8769,1156071,87808,0.01,67.72,0.0,70.08,131.84,13.17,2020-03-01,2020-03-31
遥控器,24442,1128579,73065,0.01,58.21,0.02,67.57,46.17,15.45,2020-03-01,2020-03-31
反光器具,10226,1055300,44079,0.01,-17.85,0.01,-9.69,103.2,23.94,2020-03-01,2020-03-31
脚架包,2082,1044133,10504,0.01,27.66,0.0,-32.68,501.5,99.4,2020-03-01,2020-03-31
户外电源,755,996610,20337,0.01,0.0,0.0,0.0,1320.01,49.0,2020-03-01,2020-03-31
18650电池盒,10504,907300,52757,0.01,-31.45,0.01,4.02,86.38,17.2,2020-03-01,2020-03-31
平板电脑充电器,8802,900219,49416,0.01,31.29,0.0,25.65,102.27,18.22,2020-03-01,2020-03-31
遮光罩,9447,893192,43200,0.01,-32.06,0.0,-32.86,94.55,20.68,2020-03-01,2020-03-31
USB电话机/网络电话机,2463,887319,19235,0.01,22.91,0.0,-20.22,360.26,46.13,2020-03-01,2020-03-31
屏幕保护膜,10365,869354,46933,0.01,39.67,0.01,14.48,83.87,18.52,2020-03-01,2020-03-31
平板电脑底座,5136,868775,64220,0.01,12.87,0.0,283.67,169.15,13.53,2020-03-01,2020-03-31
脚架配件,4184,865294,43128,0.01,-2.53,0.0,43.93,206.81,20.06,2020-03-01,2020-03-31
MP3/MP4保护套,9342,862327,64365,0.01,24.53,0.0,178.85,92.31,13.4,2020-03-01,2020-03-31
节电器/省电器,5672,853720,38204,0.0,-43.26,0.0,-38.41,150.51,22.35,2020-03-01,2020-03-31
3G无线上网卡设备,1173,846681,20974,0.0,-44.75,0.0,-59.73,721.81,40.37,2020-03-01,2020-03-31
单反手柄,1996,846149,42924,0.0,-46.25,0.0,-32.94,423.92,19.71,2020-03-01,2020-03-31
电视高压包,11113,762911,43194,0.0,-31.64,0.01,-9.04,68.65,17.66,2020-03-01,2020-03-31
摄影台/静物台,2111,759081,20195,0.0,-25.31,0.0,-31.39,359.58,37.59,2020-03-01,2020-03-31
快门线,5762,733209,26110,0.0,-33.44,0.0,-32.06,127.25,28.08,2020-03-01,2020-03-31
数码设备外接键盘,2394,721958,63428,0.0,-4.29,0.0,25.4,301.57,11.38,2020-03-01,2020-03-31
USB暖手鼠标垫,16159,696736,97767,0.0,28.78,0.01,152.78,43.12,7.13,2020-03-01,2020-03-31
VGA切换器,8405,675194,43133,0.0,-11.16,0.0,-10.37,80.33,15.65,2020-03-01,2020-03-31
RF头,1852,641222,11158,0.0,11.23,0.0,-17.97,346.23,57.47,2020-03-01,2020-03-31
相机腕带,5970,602842,26953,0.0,-32.96,0.0,-32.83,100.98,22.37,2020-03-01,2020-03-31
微波炉面板,9866,583209,24391,0.0,8.94,0.01,25.84,59.11,23.91,2020-03-01,2020-03-31
增距镜,679,578945,9507,0.0,25.58,0.0,11.21,852.64,60.9,2020-03-01,2020-03-31
镜头盖,10032,563857,34366,0.0,-34.37,0.01,-34.93,56.21,16.41,2020-03-01,2020-03-31
无线传输设备,677,561307,9232,0.0,-31.4,0.0,-33.74,829.11,60.8,2020-03-01,2020-03-31
闪存卡转接套,9666,559657,44253,0.0,-34.05,0.01,-34.69,57.9,12.65,2020-03-01,2020-03-31
USB保温碟/保温垫,4075,558796,54102,0.0,94.65,0.0,221.02,137.13,10.33,2020-03-01,2020-03-31
数据连接线,2839,522449,25989,0.0,-24.31,0.0,-7.6,184.03,20.1,2020-03-01,2020-03-31
笔记本保护壳,2360,502598,43250,0.0,0.0,0.0,0.0,212.97,11.62,2020-03-01,2020-03-31
显示器/打印机色彩校正仪,676,495851,9907,0.0,-9.54,0.0,0.46,733.51,50.05,2020-03-01,2020-03-31
F头,5393,494080,19211,0.0,-26.27,0.0,4.86,91.62,25.72,2020-03-01,2020-03-31
耳塞保护套,10355,491289,53094,0.0,1195.59,0.01,1145.95,47.44,9.25,2020-03-01,2020-03-31
点读机/点读笔配件,4503,490152,19895,0.0,-31.6,0.0,-24.78,108.85,24.64,2020-03-01,2020-03-31
隔离器/耦合器,1987,482314,13677,0.0,-35.84,0.0,-31.52,242.73,35.26,2020-03-01,2020-03-31
取景器,1003,479491,13374,0.0,-32.86,0.0,-32.2,478.06,35.85,2020-03-01,2020-03-31
电子书灯,9184,478955,50450,0.0,-35.88,0.0,-33.66,52.15,9.49,2020-03-01,2020-03-31
气吹,10183,473633,25274,0.0,-3.81,0.01,17.1,46.51,18.74,2020-03-01,2020-03-31
USB迷你冰箱,678,450587,43110,0.0,13.69,0.0,-35.55,664.58,10.45,2020-03-01,2020-03-31
BNC头,2116,444940,9646,0.0,-18.07,0.0,-16.44,210.27,46.13,2020-03-01,2020-03-31
测光表,201,426902,5284,0.0,-35.32,0.0,-9.19,2123.89,80.79,2020-03-01,2020-03-31
一次成像相机专用包,8531,424563,45751,0.0,0.12,0.0,29.24,49.77,9.28,2020-03-01,2020-03-31
3D立体眼镜,1298,424012,16046,0.0,-41.66,0.0,-35.29,326.67,26.42,2020-03-01,2020-03-31
苹果取卡针,15937,409553,27570,0.0,-32.85,0.01,-30.41,25.7,14.86,2020-03-01,2020-03-31
电子辞典/学习机配件,2660,404454,25413,0.0,-21.59,0.0,88.1,152.05,15.92,2020-03-01,2020-03-31
RCA头,3803,393337,16479,0.0,-5.7,0.0,8.26,103.43,23.87,2020-03-01,2020-03-31
广角镜,52,376704,2547,0.0,-35.25,0.0,-34.05,7244.31,147.9,2020-03-01,2020-03-31
说明书/使用指南,1796,331955,16348,0.0,-50.0,0.0,-47.61,184.83,20.31,2020-03-01,2020-03-31
平板电脑数据线,1101,312554,9321,0.0,17.71,0.0,-8.34,283.88,33.53,2020-03-01,2020-03-31
电纸书数据线,2064,289637,22410,0.0,-6.12,0.0,17.16,140.33,12.92,2020-03-01,2020-03-31
一次成像相册,3924,252057,27161,0.0,-21.57,0.0,-8.44,64.23,9.28,2020-03-01,2020-03-31
电池收纳盒,5501,188179,20720,0.0,3.03,0.0,9.09,34.21,9.08,2020-03-01,2020-03-31
高压气罐,2108,159742,9861,0.0,-6.49,0.0,52.05,75.78,16.2,2020-03-01,2020-03-31
单反/单电充电器,1946,159065,9508,0.0,-8.49,0.0,-24.16,81.74,16.73,2020-03-01,2020-03-31
配件礼盒套装,4008,135983,42930,0.0,0.0,0.0,0.0,33.93,3.17,2020-03-01,2020-03-31
相机专用遥控器,1976,117567,10311,0.0,-34.48,0.0,-31.4,59.5,11.4,2020-03-01,2020-03-31
USB Humping Dog,467,117267,2640,0.0,-34.24,0.0,-25.78,251.11,44.42,2020-03-01,2020-03-31
相机/摄像机专用充电套装,698,108610,4697,0.0,11.13,0.0,-24.59,155.6,23.12,2020-03-01,2020-03-31
机顶盒共享器,682,97786,9717,0.0,-50.87,0.0,25.42,143.38,10.06,2020-03-01,2020-03-31
相机色卡,683,96802,5982,0.0,-8.48,0.0,0.3,141.73,16.18,2020-03-01,2020-03-31
相机眼罩,2132,90756,9646,0.0,-32.94,0.0,-33.3,42.57,9.41,2020-03-01,2020-03-31
防寒设备,686,89406,6124,0.0,-38.21,0.0,-49.48,130.33,14.6,2020-03-01,2020-03-31
SIM 剪卡钳,4683,89082,10421,0.0,-46.06,0.0,-35.35,19.02,8.55,2020-03-01,2020-03-31
AV切换器,1684,86582,8557,0.0,-8.18,0.0,-8.57,51.41,10.12,2020-03-01,2020-03-31
键盘刷,4899,85031,18651,0.0,7.95,0.0,0.21,17.36,4.56,2020-03-01,2020-03-31
数码相机适配器,688,84757,5879,0.0,-49.42,0.0,-33.43,123.19,14.42,2020-03-01,2020-03-31
数码伴侣,670,83062,4067,0.0,121.8,0.0,25.59,123.97,20.42,2020-03-01,2020-03-31
USB食品加热包/保温盒,777,82157,9766,0.0,-34.8,0.0,40.67,105.74,8.41,2020-03-01,2020-03-31
相机挂绳,2039,82037,11932,0.0,-34.4,0.0,-35.3,40.23,6.88,2020-03-01,2020-03-31
脚架接环,679,81595,2981,0.0,-25.05,0.0,-32.11,120.17,27.37,2020-03-01,2020-03-31
手机同屏器,679,81585,2089,0.0,0.0,0.0,0.0,120.15,39.05,2020-03-01,2020-03-31
MSN聊天伴侣,2073,81291,16687,0.0,-9.12,0.0,-51.48,39.21,4.87,2020-03-01,2020-03-31
手机屏幕总成,677,79894,8988,0.0,0.0,0.0,0.0,118.01,8.89,2020-03-01,2020-03-31
FM/MP3发射器,724,78859,9559,0.0,-35.61,0.0,-33.89,108.92,8.25,2020-03-01,2020-03-31
灰板,1392,78273,3925,0.0,-9.07,0.0,-24.74,56.23,19.94,2020-03-01,2020-03-31
USB烟灰缸,2037,77895,3595,0.0,43.66,0.0,51.47,38.24,21.67,2020-03-01,2020-03-31
KVM,602,77094,3726,0.0,-32.85,0.0,25.84,128.06,20.69,2020-03-01,2020-03-31
热靴水平仪,2476,73845,14164,0.0,14.15,0.0,11.13,29.82,5.21,2020-03-01,2020-03-31
网络切换器,1989,70030,10142,0.0,18.14,0.0,52.08,35.21,6.9,2020-03-01,2020-03-31
毛刷,2130,69804,9770,0.0,86.18,0.0,63.21,32.77,7.14,2020-03-01,2020-03-31
单反/单电适配器,681,69021,3584,0.0,5.44,0.0,11.38,101.35,19.26,2020-03-01,2020-03-31
cmos清洁,2116,65815,4178,0.0,-10.97,0.0,103.03,31.1,15.75,2020-03-01,2020-03-31
